"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS Code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Nebraska","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2022","207","132,921","30,977","6,201"
"Nebraska","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2022","23","28,644","6,773","1,461"
"Nebraska","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2022","10","30,244","7,186","1,266"
"Nebraska","722511","Full-service restaurants","Individual proprietorships","All establishments","2022","250","31,432","7,166","1,954"
"Nebraska","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2022","130","4,701","797","227"
"Nebraska","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2022","61","5,191","1,208","406"
"Nebraska","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2022","38","7,310","1,801","561"
"Nebraska","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2022","17","8,279","2,061","477"
"Nebraska","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2022","4","5,951","1,299","283"
"Nebraska","722511","Full-service restaurants","Partnerships","All establishments","2022","324","117,893","27,236","5,480"
"Nebraska","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2022","88","4,588","458","152"
"Nebraska","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2022","55","5,851","1,413","398"
"Nebraska","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2022","70","16,977","3,889","1,013"
"Nebraska","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2022","92","57,711","13,360","2,693"
"Nebraska","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2022","17","22,883","5,587","954"
"Nevada","722511","Full-service restaurants","All establishments","All establishments","2022","2,334","1,907,060","426,746","63,037"
"Nevada","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2022","505","61,960","4,923","724"
"Nevada","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2022","321","55,564","13,109","2,139"
"Nevada","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2022","498","191,715","44,957","6,889"
"Nevada","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2022","659","557,846","127,851","20,628"
"Nevada","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2022","252","529,208","118,009","17,427"
"Nevada","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2022","95","452,438","104,171","13,779"
"Nevada","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2022","4","58,329","13,726","1,451"
"Nevada","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2022","398","569,398","129,570","18,634"
"Nevada","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2022","61","7,051","628","83"
"Nevada","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2022","34","6,463","1,613","229"
"Nevada","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2022","69","28,494","6,812","944"
"Nevada","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2022","97","93,827","20,971","3,242"
"Nevada","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2022","90","190,596","42,015","6,382"
"Nevada","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2022","44","193,036","45,602","6,547"
"Nevada","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2022","3","49,931","11,929","1,207"
"Nevada","722511","Full-service restaurants","S-corporations","All establishments","2022","1,013","595,695","133,569","20,456"
"Nevada","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2022","182","21,371","2,346","318"
"Nevada","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2022","157","28,138","6,613","1,070"
"Nevada","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2022","265","109,387","25,181","3,677"
"Nevada","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2022","337","280,915","64,505","10,132"
"Nevada","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2022","64","123,201","27,398","4,156"
"Nevada","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2022","8","32,683","7,526","1,103"
"Nevada","722511","Full-service restaurants","Individual proprietorships","All establishments","2022","258","112,273","25,122","3,987"
"Nevada","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2022","103","9,007","959","169"
"Nevada","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2022","56","7,879","2,027","351"
"Nevada","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2022","44","12,725","3,134","562"
"Nevada","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2022","30","20,261","4,685","846"
"Nevada","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2022","20","45,577","10,748","1,483"
"Nevada","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2022","5","16,824","3,569","576"
"Nevada","722511","Full-service restaurants","Partnerships","All establishments","2022","664","629,677","138,481","19,958"
"Nevada","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2022","158","24,514","986","152"
"Nevada","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2022","74","13,084","2,856","489"
"Nevada","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2022","120","41,109","9,830","1,706"
"Nevada","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2022","195","162,843","37,690","6,408"
"Nevada","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2022","78","169,834","37,848","5,406"
"Nevada","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2022","38","209,895","47,474","5,553"
"New Hampshire","722511","Full-service restaurants","All establishments","All establishments","2022","1,378","770,732","161,074","27,159"
"New Hampshire","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2022","301","36,759","2,882","477"
"New Hampshire","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2022","245","49,620","10,241","1,687"
"New Hampshire","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2022","321","117,784","26,370","4,513"
"New Hampshire","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2022","391","332,482","71,816","11,771"
"New Hampshire","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2022","108","191,422","40,698","7,003"
"New Hampshire","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2022","12","42,665","9,067","1,708"
"New Hampshire","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2022","229","141,987","32,124","5,504"
"New Hampshire","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2022","35","3,767","508","75"
"New Hampshire","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2022","40","9,443","1,557","262"
"New Hampshire","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2022","52","19,619","4,432","718"
"New Hampshire","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2022","79","69,584","15,918","2,601"
"New Hampshire","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2022","18","27,489","6,606","1,247"
"New Hampshire","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2022","5","12,085","3,103","601"
"New Hampshire","722511","Full-service restaurants","S-corporations","All establishments","2022","428","328,891","68,129","10,724"
"New Hampshire","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2022","62","11,056","626","88"
"New Hampshire","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2022","51","12,406","2,590","353"
"New Hampshire","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2022","96","40,353","9,258","1,365"
"New Hampshire","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2022","164","149,671","31,992","4,883"
"New Hampshire","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2022","49","88,002","18,267","3,052"
"New Hampshire","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2022","6","27,403","5,396","983"
"New Hampshire","722511","Full-service restaurants","Individual proprietorships","All establishments","2022","266","77,875","15,407","3,048"
"New Hampshire","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2022","90","9,818","774","158"
"New Hampshire","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2022","70","10,390","2,305","485"
"New Hampshire","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2022","58","18,088","4,015","809"
"New Hampshire","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2022","42","29,195","6,103","1,153"
"New Hampshire","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2022","5","7,207","1,642","319"
"New Hampshire","722511","Full-service restaurants","Partnerships","All establishments","2022","450","219,840","44,977","7,811"
"New Hampshire","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2022","113","12,060","974","156"
"New Hampshire","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2022","83","17,048","3,714","577"
"New Hampshire","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2022","113","38,818","8,472","1,594"
"New Hampshire","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2022","105","83,190","17,634","3,099"
"New Hampshire","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2022","36","68,724","14,183","2,385"
"New Hampshire","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2022","3","1,556","332","56"
"New Jersey","722511","Full-service restaurants","All establishments","All establishments","2022","7,895","3,603,757","747,855","122,235"
"New Jersey","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2022","3,105","291,418","31,702","5,350"
"New Jersey","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2022","1,503","265,050","58,164","9,884"
"New Jersey","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2022","1,324","485,184","107,906","18,332"
"New Jersey","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2022","1,349","1,198,329","259,815","41,621"
"New Jersey","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2022","510","976,540","209,316","33,437"
"New Jersey","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2022","104","387,236","80,952","13,611"
"New Jersey","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2022","1,586","768,540","168,488","28,161"
"New Jersey","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2022","639","46,937","7,404","1,238"
"New Jersey","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2022","360","61,825","14,400","2,334"
"New Jersey","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2022","214","75,017","17,452","2,850"
"New Jersey","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2022","192","170,564","37,830","6,075"
"New Jersey","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2022","138","251,104","56,073","9,563"
"New Jersey","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2022","43","163,093","35,329","6,101"
"New Jersey","722511","Full-service restaurants","S-corporations","All establishments","2022","2,642","1,357,974","282,878","43,498"
"New Jersey","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2022","776","93,140","9,447","1,416"
"New Jersey","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2022","505","97,721","21,618","3,389"
"New Jersey","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2022","587","230,991","51,228","8,307"
"New Jersey","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2022","610","547,339","119,389","18,164"
"New Jersey","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2022","136","283,101","59,155","8,784"
"New Jersey","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2022","28","105,682","22,041","3,438"
"New Jersey","722511","Full-service restaurants","Individual proprietorships","All establishments","2022","1,068","215,363","43,234","8,161"
"New Jersey","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2022","638","36,257","4,974","997"
"New Jersey","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2022","198","27,240","6,037","1,265"
"New Jersey","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2022","132","42,071","9,291","1,843"
"New Jersey","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2022","71","51,960","11,167","2,030"
"New Jersey","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2022","27","46,760","10,172","1,774"
"New Jersey","722511","Full-service restaurants","Partnerships","All establishments","2022","2,594","1,257,472","252,392","42,281"
"New Jersey","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2022","1,052","115,084","9,877","1,699"
"New Jersey","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2022","440","78,264","16,109","2,896"
"New Jersey","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2022","388","136,193","29,827","5,297"
"New Jersey","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2022","475","427,547","91,255","15,317"
"New Jersey","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2022","208","392,998","83,335","13,252"
"New Jersey","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2022","31","107,386","21,989","3,820"
"New Jersey","722511","Full-service restaurants","Non-profit","All establishments","2022","3","912","108","35"
"New Jersey","722511","Full-service restaurants","Non-profit","Establishments with 10 to 19 employees","2022","3","912","108","35"
"New Mexico","722511","Full-service restaurants","All establishments","All establishments","2022","1,331","725,334","160,958","29,880"
"New Mexico","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2022","304","24,161","2,652","485"
"New Mexico","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2022","225","33,403","7,756","1,536"
"New Mexico","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2022","246","79,951","18,474","3,421"
"New Mexico","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2022","402","306,133","68,471","12,688"
"New Mexico","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2022","130","203,552","45,265","8,411"
"New Mexico","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2022","24","78,134","18,340","3,339"
"New Mexico","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2022","199","193,289","44,609","8,684"
"New Mexico","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2022","24","1,993","291","38"
"New Mexico","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2022","16","2,602","534","111"
"New Mexico","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2022","17","6,067","1,434","250"
"New Mexico","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2022","73","62,123","13,603","2,578"
"New Mexico","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2022","54","78,038","18,526","3,656"
"New Mexico","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2022","15","42,466","10,221","2,051"
"New Mexico","722511","Full-service restaurants","S-corporations","All establishments","2022","515","313,988","69,503","12,120"
"New Mexico","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2022","72","7,090","770","107"
"New Mexico","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2022","77","13,540","3,197","535"
"New Mexico","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2022","124","43,418","9,900","1,729"
"New Mexico","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2022","191","141,962","32,232","5,859"
"New Mexico","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2022","43","74,982","15,868","2,701"
"New Mexico","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2022","8","32,996","7,536","1,189"
"New Mexico","722511","Full-service restaurants","Individual proprietorships","All establishments","2022","310","69,068","14,927","3,263"
"New Mexico","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2022","132","6,806","1,139","250"
"New Mexico","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2022","81","9,808","2,359","550"
"New Mexico","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2022","55","15,359","3,446","757"
"New Mexico","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2022","31","20,937","4,728","971"
"New Mexico","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2022","11","16,158","3,255","735"
"New Mexico","722511","Full-service restaurants","Partnerships","All establishments","2022","306","148,727","31,875","5,803"
"New Mexico","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2022","76","8,272","452","90"
"New Mexico","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2022","50","7,191","1,622","330"
"New Mexico","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2022","50","15,107","3,694","685"
"New Mexico","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2022","107","81,111","17,908","3,280"
"New Mexico","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2022","22","34,374","7,616","1,319"
"New York","722511","Full-service restaurants","All establishments","All establishments","2022","19,384","10,516,476","2,143,140","300,306"
"New York","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2022","6,951","667,224","68,143","11,821"
"New York","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2022","3,700","697,458","149,805","24,793"
"New York","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2022","3,888","1,632,823","352,838","53,978"
"New York","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2022","3,623","3,721,719","782,166","109,920"
"New York","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2022","992","2,417,527","503,885","65,493"
"New York","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2022","219","1,181,869","242,488","29,334"
"New York","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2022","9","120,369","27,229","2,690"
"New York","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2022","6,540","2,546,974","539,624","81,296"
"New York","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2022","3,042","214,531","30,917","5,579"
"New York","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2022","1,417","235,899","54,391","9,377"
"New York","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2022","1,028","385,915","88,629","14,020"
"New York","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2022","692","693,824","149,706","20,755"
"New York","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2022","274","604,483","129,899","19,267"
"New York","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2022","84","363,454","75,882","11,293"
"New York","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2022","3","48,868","10,200","1,005"
"New York","722511","Full-service restaurants","S-corporations","All establishments","2022","7,291","3,851,948","799,476","114,956"
"New York","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2022","2,002","212,940","22,672","3,651"
"New York","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2022","1,386","274,581","59,601","9,392"
"New York","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2022","1,820","774,289","166,433","25,493"
"New York","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2022","1,753","1,733,769","369,587","52,738"
"New York","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2022","293","656,576","137,848","18,592"
"New York","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2022","35","183,573","39,413","4,554"
"New York","722511","Full-service restaurants","Individual proprietorships","All establishments","2022","1,512","636,348","123,827","19,490"
"New York","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2022","732","52,823","5,048","1,145"
"New York","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2022","315","45,135","9,955","2,108"
"New York","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2022","223","87,592","17,389","3,007"
"New York","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2022","171","151,518","29,185","5,111"
"New York","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2022","54","127,462","26,160","3,679"
"New York","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2022","15","94,331","19,504","2,163"
"New York","722511","Full-service restaurants","Partnerships","All establishments","2022","4,013","3,474,241","678,739","84,366"
"New York","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2022","1,161","185,213","9,211","1,412"
"New York","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2022","576","140,022","25,467","3,866"
"New York","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2022","810","382,041","79,698","11,374"
"New York","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2022","1,006","1,142,167","233,589","31,286"
"New York","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2022","371","1,029,006","209,978","23,955"
"New York","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2022","85","540,511","107,689","11,324"
"New York","722511","Full-service restaurants","Partnerships","Establishments with 250 to 499 employees","2022","4","55,281","13,107","1,149"
"New York","722511","Full-service restaurants","Non-profit","All establishments","2022","15","2,581","458","80"
"New York","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2022","11","1,399","218","26"
"New York","722511","Full-service restaurants","Non-profit","Establishments with 5 to 9 employees","2022","3","741","141","24"
"New York","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2022","13","4,384","1,016","118"
"New York","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with less than 5 employees","2022","3","318","77","8"
"New York","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 5 to 9 employees","2022","3","1,080","250","26"
"New York","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 10 to 19 employees","2022","7","2,986","689","84"
"North Carolina","722511","Full-service restaurants","All establishments","All establishments","2022","8,385","3,975,832","866,809","170,299"
"North Carolina","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2022","2,009","185,292","19,445","3,272"
"North Carolina","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2022","1,272","202,669","43,562","8,593"
"North Carolina","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2022","1,932","629,313","141,251","27,311"
"North Carolina","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2022","2,383","1,647,497","369,121","73,941"
"North Carolina","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2022","702","1,049,309","234,841","46,049"
"North Carolina","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2022","86","249,811","56,156","10,854"
"North Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2022","1,713","1,034,501","242,774","45,188"
"North Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2022","381","32,132","4,390","695"
"North Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2022","229","35,235","8,106","1,514"
"North Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2022","359","128,947","30,633","5,238"
"North Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2022","440","311,180","76,703","14,227"
"North Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2022","258","399,533","93,462","17,648"
"North Carolina","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2022","46","127,474","29,480","5,866"
"North Carolina","722511","Full-service restaurants","S-corporations","All establishments","2022","3,986","1,896,016","404,386","79,582"
"North Carolina","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2022","728","77,470","8,653","1,313"
"North Carolina","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2022","654","115,386","23,985","4,464"
"North Carolina","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2022","1,048","351,954","78,199","14,825"
"North Carolina","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2022","1,272","896,779","195,212","38,834"
"North Carolina","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2022","256","360,475","77,348","16,429"
"North Carolina","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2022","27","82,011","18,556","3,438"
"North Carolina","722511","Full-service restaurants","Individual proprietorships","All establishments","2022","943","197,756","43,532","10,058"
"North Carolina","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2022","424","20,047","3,015","700"
"North Carolina","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2022","175","20,435","4,772","1,187"
"North Carolina","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2022","162","36,081","8,360","2,158"
"North Carolina","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2022","156","85,948","19,665","4,468"
"North Carolina","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2022","26","35,245","7,720","1,545"
"North Carolina","722511","Full-service restaurants","Partnerships","All establishments","2022","1,735","845,976","175,761","35,396"
"North Carolina","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2022","471","55,062","3,272","557"
"North Carolina","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2022","213","31,555","6,692","1,423"
"North Carolina","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2022","362","112,171","23,982","5,074"
"North Carolina","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2022","515","353,590","77,541","16,412"
"North Carolina","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2022","161","253,272","56,154","10,380"
"North Carolina","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2022","13","40,326","8,120","1,550"
"North Carolina","722511","Full-service restaurants","Non-profit","All establishments","2022","6","639","122","12"
"North Carolina","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2022","5","581","115","7"
"North Dakota","722511","Full-service restaurants","All establishments","All establishments","2022","585","265,347","61,149","11,949"
"North Dakota","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2022","151","7,956","817","224"
